tender_id,project_name,sector,region,country,subregion,value_usd_m,bid_deadline,client,project_start_date,duration_months,esg_requirements,risk_factors,procurement_type,project_complexity,project_scale,description
tid-21305,"power plant in uae, uae",healthcare,middle east,uae,uae,438.85,2027-03-06,municipality,2027-12-17,86,renewable energy,regulatory changes,selective bid,high,large,"open tender for a healthcare large-scale project: smart city in uae, uae. requires bim integration."
tid-21306,"water treatment plant in chile, chile",industrial,latin america,chile,chile,2422.57875,2027-09-18,municipality,2027-04-29,79,green building,labor shortages,epc,high,mega,"open tender for a industrial mega-scale project: solar plant in chile, chile. requires modular construction."
tid-21307,"data center in new south wales, australia",healthcare,australia,australia,new south wales,43.98,2028-05-14,utility company,2030-01-22,73,unknown,unknown,negotiated contract,medium,small,"open tender for a healthcare small-scale project: hospital in new south wales, australia. requires sustainable materials."
tid-21308,"hospital in saudi arabia, saudi arabia",energy,middle east,saudi arabia,saudi arabia,19.86,2026-04-04,private developer,2029-10-16,96,renewable energy,regulatory changes,design-build,high,small,"open tender for a energy small-scale project: hospital in saudi arabia, saudi arabia. requires local labor."
tid-21309,"data center in queensland, australia",education,asia-pacific,australia,queensland,59.73,2025-09-01,public-private partnership,2028-01-03,7,carbon neutrality,labor shortages,negotiated contract,high,medium,"open tender for a education medium-scale project: water treatment plant in queensland, australia. requires smart city tech."
tid-21310,"smart city in saudi arabia, saudi arabia",education,middle east,saudi arabia,saudi arabia,854.84,2026-02-19,private developer,2025-08-15,34,waste reduction,cost overruns,negotiated contract,medium,large,"open tender for a education large-scale project: oil pipeline in saudi arabia, saudi arabia. requires smart city tech."
tid-21311,"high-rise building in mexico, mexico",infrastructure,north america,mexico,mexico,146.26,2026-06-26,ngo,2029-01-28,88,waste reduction,geopolitical risks,open bid,high,medium,"open tender for a infrastructure medium-scale project: port in mexico, mexico. requires sustainable materials."
tid-21312,"power plant in kuwait, kuwait",healthcare,middle east,kuwait,kuwait,116.26,2026-05-10,private developer,2027-06-22,6,carbon neutrality,cost overruns,negotiated contract,low,medium,"open tender for a healthcare medium-scale project: school in kuwait, kuwait. requires sustainable materials."
tid-21313,"warehouse in poland, poland",industrial,europe,poland,poland,2422.57875,2027-02-07,private developer,2026-08-07,27,renewable energy,regulatory changes,negotiated contract,low,mega,"open tender for a industrial mega-scale project: port in poland, poland. requires advanced engineering."
tid-21314,"smart city in tamil nadu, india",industrial,asia-pacific,india,tamil nadu,161.92,2025-12-12,state-owned enterprise,2025-08-07,22,community engagement,supply chain delays,selective bid,high,medium,"open tender for a industrial medium-scale project: data center in tamil nadu, india. requires advanced engineering."
tid-21315,"airport in kuwait, kuwait",education,middle east,kuwait,kuwait,494.88,2026-08-22,public-private partnership,2029-05-10,20,community engagement,regulatory changes,epc,high,large,"open tender for a education large-scale project: airport in kuwait, kuwait. requires sustainable materials."
tid-21316,"wind farm in algeria, algeria",energy,africa,algeria,algeria,124.46,2028-02-21,private developer,2025-07-10,69,renewable energy,supply chain delays,negotiated contract,low,medium,"open tender for a energy medium-scale project: school in algeria, algeria. requires bim integration."
tid-21317,"railway in western cape, south africa",industrial,africa,south africa,western cape,28.86,2026-10-05,utility company,2030-01-23,31,community engagement,labor shortages,selective bid,medium,small,"open tender for a industrial small-scale project: high-rise building in western cape, south africa. requires modular construction."
tid-21318,"railway in egypt, egypt",education,africa,egypt,egypt,2168.44,2027-11-01,corporate,2026-10-29,30,water conservation,geopolitical risks,negotiated contract,high,mega,"open tender for a education mega-scale project: high-rise building in egypt, egypt. requires local labor."
tid-21319,"shopping mall in poland, poland",utilities,europe,poland,poland,2422.57875,2026-12-20,public-private partnership,2026-03-18,66,community engagement,unknown,selective bid,high,mega,"open tender for a utilities mega-scale project: warehouse in poland, poland. requires bim integration."
tid-21320,"dam in western australia, australia",healthcare,australia,australia,western australia,2422.57875,2025-07-22,government,2027-01-29,52,green building,environmental concerns,negotiated contract,high,mega,"open tender for a healthcare mega-scale project: highway in western australia, australia. requires smart city tech."
tid-21321,"high-rise building in queensland, australia",education,australia,australia,queensland,34.97,2026-01-17,international agency,2028-06-11,53,renewable energy,environmental concerns,design-build,high,small,"open tender for a education small-scale project: data center in queensland, australia. requires sustainable materials."
tid-21322,"power plant in germany, germany",education,europe,germany,germany,1836.81,2027-11-20,public-private partnership,2028-03-24,25,water conservation,supply chain delays,selective bid,medium,mega,"open tender for a education mega-scale project: port in germany, germany. requires advanced engineering."
tid-21323,"stadium in germany, germany",infrastructure,europe,germany,germany,2422.57875,2027-05-01,state-owned enterprise,2026-12-24,77,green building,regulatory changes,epc,medium,mega,"open tender for a infrastructure mega-scale project: shopping mall in germany, germany. requires local labor."
tid-21324,"warehouse in oman, oman",industrial,middle east,oman,oman,2422.57875,2025-06-14,corporate,2027-02-02,35,green building,labor shortages,design-build,low,mega,"open tender for a industrial mega-scale project: bridge in oman, oman. requires bim integration."
tid-21325,"bridge in egypt, egypt",transportation,africa,egypt,egypt,891.93,2027-12-13,state-owned enterprise,2028-12-18,85,waste reduction,geopolitical risks,negotiated contract,high,large,"open tender for a transportation large-scale project: solar plant in egypt, egypt. requires advanced engineering."
tid-21326,"university campus in malaysia, malaysia",industrial,asia-pacific,malaysia,malaysia,7.47,2025-10-07,ngo,2026-03-13,6,community engagement,cost overruns,design-build,high,small,"open tender for a industrial small-scale project: oil pipeline in malaysia, malaysia. requires local labor."
tid-21327,"high-rise building in mexico, mexico",energy,north america,mexico,mexico,1445.94,2026-04-28,utility company,2026-09-24,19,community engagement,supply chain delays,negotiated contract,high,mega,"open tender for a energy mega-scale project: power plant in mexico, mexico. requires smart city tech."
tid-21328,"university campus in chile, chile",transportation,latin america,chile,chile,143.01,2027-11-28,private developer,2027-02-25,23,unknown,regulatory changes,negotiated contract,medium,medium,"open tender for a transportation medium-scale project: solar plant in chile, chile. requires modular construction."
tid-21329,"high-rise building in rio de janeiro, brazil",residential,latin america,brazil,rio de janeiro,2422.57875,2025-09-16,private developer,2027-05-11,73,carbon neutrality,unknown,open bid,low,mega,"open tender for a residential mega-scale project: hospital in rio de janeiro, brazil. requires modular construction."
tid-21330,"residential complex in new south wales, australia",transportation,australia,australia,new south wales,2422.57875,2026-12-01,state-owned enterprise,2029-10-27,47,green building,cost overruns,design-build,low,mega,"open tender for a transportation mega-scale project: power plant in new south wales, australia. requires bim integration."
tid-21331,"railway in guangdong, china",utilities,asia-pacific,china,guangdong,194.38,2028-03-22,utility company,2029-01-31,61,water conservation,geopolitical risks,negotiated contract,low,medium,"open tender for a utilities medium-scale project: railway in guangdong, china. requires advanced engineering."
tid-21332,"power plant in south korea, south korea",education,asia-pacific,south korea,south korea,759.55,2026-02-10,state-owned enterprise,2029-07-01,84,waste reduction,labor shortages,epc,low,large,"open tender for a education large-scale project: port in south korea, south korea. requires smart city tech."
tid-21333,"port in queensland, australia",transportation,australia,australia,queensland,563.05,2026-01-29,government,2025-07-01,78,carbon neutrality,regulatory changes,design-build,low,large,"open tender for a transportation large-scale project: hospital in queensland, australia. requires modular construction."
