win_id,company,project_name,sector,region,country,subregion,value_usd_m,award_date,client,project_duration_months,esg_compliance,contract_type,completion_status,project_scale,description
win-21289,ferrovial,"highway in northern ireland, uk",residential,europe,uk,northern ireland,6024.6849999999995,2024-07-05,corporate,68,renewable energy,unit price,completed,mega,"ferrovial secured a residential mega-scale contract to build a highway in northern ireland, uk. project emphasizes community impact."
win-21290,mace group,"port in chile, chile",industrial,latin america,chile,chile,384.99,2021-02-03,international agency,51,carbon neutrality,time and materials,on track,medium,"mace group secured a industrial medium-scale contract to build a power plant in chile, chile. project emphasizes community impact."
win-21291,hyundai e&c,"power plant in scotland, uk",education,europe,uk,scotland,268.7,2024-08-06,utility company,81,green building,unit price,on hold,medium,"hyundai e&c secured a education medium-scale contract to build a power plant in scotland, uk. project emphasizes safety."
win-21292,ferrovial,"warehouse in qatar, qatar",commercial,middle east,qatar,qatar,50.06,2023-10-16,public-private partnership,36,waste reduction,time and materials,delayed,small,"ferrovial secured a commercial small-scale contract to build a data center in qatar, qatar. project emphasizes safety."
win-21293,multiplex,"railway in malaysia, malaysia",energy,asia-pacific,malaysia,malaysia,1591.97,2023-05-15,ngo,83,renewable energy,fixed-price,cancelled,large,"multiplex secured a energy large-scale contract to build a metro system in malaysia, malaysia. project emphasizes digitalization."
win-21294,larsen & toubro,"residential complex in malaysia, malaysia",energy,asia-pacific,malaysia,malaysia,753.07,2023-08-02,corporate,59,green building,lump sum,on hold,large,"larsen & toubro secured a energy large-scale contract to build a school in malaysia, malaysia. project emphasizes sustainability."
win-21295,john holland,"solar plant in mexico, mexico",energy,north america,mexico,mexico,16.86,2023-11-18,municipality,74,waste reduction,time and materials,on hold,small,"john holland secured a energy small-scale contract to build a solar plant in mexico, mexico. project emphasizes safety."
win-21296,john holland,"school in mexico, mexico",infrastructure,north america,mexico,mexico,2500.45,2023-04-10,municipality,34,community engagement,lump sum,cancelled,mega,"john holland secured a infrastructure mega-scale contract to build a school in mexico, mexico. project emphasizes digitalization."
win-21297,laing o’rourke,"highway in spain, spain",industrial,europe,spain,spain,28.39,2020-10-04,government,79,community engagement,time and materials,on hold,small,"laing o’rourke secured a industrial small-scale contract to build a metro system in spain, spain. project emphasizes digitalization."
win-21298,mortenson construction,"highway in queensland, australia",utilities,australia,australia,queensland,479.76,2021-05-01,public-private partnership,76,renewable energy,time and materials,completed,medium,"mortenson construction secured a utilities medium-scale contract to build a university campus in queensland, australia. project emphasizes community impact."
win-21299,laing o’rourke,"metro system in saudi arabia, saudi arabia",transportation,middle east,saudi arabia,saudi arabia,122.04,2021-05-27,utility company,37,water conservation,lump sum,on track,medium,"laing o’rourke secured a transportation medium-scale contract to build a solar plant in saudi arabia, saudi arabia. project emphasizes community impact."
win-21300,bam group,"refinery in algeria, algeria",education,africa,algeria,algeria,6024.6849999999995,2021-07-05,corporate,77,waste reduction,unit price,delayed,mega,"bam group secured a education mega-scale contract to build a wind farm in algeria, algeria. project emphasizes community impact."
win-21301,vinci,"stadium in kuwait, kuwait",utilities,middle east,kuwait,kuwait,93.5,2024-05-30,government,79,carbon neutrality,unit price,on track,small,"vinci secured a utilities small-scale contract to build a refinery in kuwait, kuwait. project emphasizes innovation."
win-21302,whiting-turner,"smart city in singapore, singapore",commercial,asia-pacific,singapore,singapore,2516.27,2024-10-28,government,10,community engagement,fixed-price,completed,mega,"whiting-turner secured a commercial mega-scale contract to build a school in singapore, singapore. project emphasizes safety."
win-21303,samsung c&t,"data center in chile, chile",transportation,latin america,chile,chile,6024.6849999999995,2025-04-15,municipality,26,unknown,fixed-price,on hold,mega,"samsung c&t secured a transportation mega-scale contract to build a railway in chile, chile. project emphasizes community impact."
win-21304,whiting-turner,"oil pipeline in new york, usa",infrastructure,north america,usa,new york,248.0,2023-09-09,ngo,73,unknown,cost-plus,completed,medium,"whiting-turner secured a infrastructure medium-scale contract to build a power plant in new york, usa. project emphasizes sustainability."
win-21305,laing o’rourke,"university campus in netherlands, netherlands",commercial,europe,netherlands,netherlands,73.13,2024-05-07,corporate,53,water conservation,time and materials,on hold,small,"laing o’rourke secured a commercial small-scale contract to build a wind farm in netherlands, netherlands. project emphasizes sustainability."
win-21306,snc-lavalin,"metro system in scotland, uk",transportation,europe,uk,scotland,1533.39,2023-03-11,public-private partnership,42,carbon neutrality,lump sum,on hold,large,"snc-lavalin secured a transportation large-scale contract to build a warehouse in scotland, uk. project emphasizes community impact."
win-21307,turner construction,"university campus in uae, uae",infrastructure,middle east,uae,uae,87.57,2024-05-10,municipality,68,waste reduction,unit price,on hold,small,"turner construction secured a infrastructure small-scale contract to build a oil pipeline in uae, uae. project emphasizes sustainability."
win-21308,mccarthy,"stadium in nigeria, nigeria",transportation,africa,nigeria,nigeria,48.61,2024-07-09,international agency,27,community engagement,fixed-price,completed,small,"mccarthy secured a transportation small-scale contract to build a railway in nigeria, nigeria. project emphasizes digitalization."
win-21309,hyundai e&c,"refinery in chile, chile",energy,latin america,chile,chile,256.03,2024-03-10,state-owned enterprise,54,unknown,cost-plus,completed,medium,"hyundai e&c secured a energy medium-scale contract to build a smart city in chile, chile. project emphasizes safety."
win-21310,kiewit,"data center in kenya, kenya",residential,africa,kenya,kenya,6024.6849999999995,2021-05-22,ngo,81,unknown,fixed-price,cancelled,mega,"kiewit secured a residential mega-scale contract to build a warehouse in kenya, kenya. project emphasizes innovation."
win-21311,fluor,"power plant in argentina, argentina",healthcare,latin america,argentina,argentina,3077.3,2023-05-23,corporate,81,unknown,cost-plus,on track,mega,"fluor secured a healthcare mega-scale contract to build a bridge in argentina, argentina. project emphasizes community impact."
win-21312,aecom,"metro system in new york, usa",utilities,north america,usa,new york,3656.86,2024-04-07,municipality,11,water conservation,time and materials,on track,mega,"aecom secured a utilities mega-scale contract to build a solar plant in new york, usa. project emphasizes innovation."
win-21313,cpb contractors,"metro system in venezuela, venezuela",healthcare,latin america,venezuela,venezuela,380.67,2023-06-27,private developer,80,renewable energy,cost-plus,completed,medium,"cpb contractors secured a healthcare medium-scale contract to build a water treatment plant in venezuela, venezuela. project emphasizes community impact."
win-21314,mace group,"wind farm in mexico, mexico",infrastructure,north america,mexico,mexico,274.66,2024-12-12,municipality,50,carbon neutrality,time and materials,completed,medium,"mace group secured a infrastructure medium-scale contract to build a airport in mexico, mexico. project emphasizes innovation."
win-21315,whiting-turner,"railway in argentina, argentina",transportation,latin america,argentina,argentina,856.38,2025-03-26,utility company,39,renewable energy,unit price,on track,large,"whiting-turner secured a transportation large-scale contract to build a residential complex in argentina, argentina. project emphasizes innovation."
win-21316,leighton asia,"solar plant in sweden, sweden",infrastructure,europe,sweden,sweden,47.45,2020-09-09,public-private partnership,33,unknown,time and materials,cancelled,small,"leighton asia secured a infrastructure small-scale contract to build a bridge in sweden, sweden. project emphasizes innovation."
win-21317,china state construction,"hospital in egypt, egypt",residential,africa,egypt,egypt,5648.51,2023-02-06,state-owned enterprise,58,waste reduction,time and materials,completed,mega,"china state construction secured a residential mega-scale contract to build a water treatment plant in egypt, egypt. project emphasizes safety."
